transaction_id,product_id,return_date,reason
T20250091697,P0399,2025-03-23,Damaged
T20260045236,P0247,2025-07-18,Customer Changed Mind
T20250120096,P0411,2026-10-23,Customer Changed Mind
T20250037464,P0079,2025-02-22,Wrong Item
T20260138074,P0097,2026-01-07,Customer Changed Mind
T20260100647,P0165,2025-10-25,Damaged
T20260080036,P0007,2025-09-14,Customer Changed Mind
T20250003472,P0366,2026-06-04,Customer Changed Mind
T20250119164,P0026,2025-09-10,Customer Changed Mind
T20260098421,P0045,2025-08-30,Damaged
T20250008503,P0035,2025-10-08,Wrong Item
T20260073807,P0359,2026-02-04,Wrong Item
T20260094563,P0280,2026-12-07,Damaged
T20250075287,P0463,2025-07-19,Customer Changed Mind
T20250044787,P0105,2025-06-02,Customer Changed Mind
T20250030442,P0138,2026-07-04,Wrong Item
T20260110297,P0103,2025-01-09,Damaged
T20260070367,P0266,2025-09-01,Customer Changed Mind
T20250120099,P0443,2025-02-19,Damaged
T20260124044,P0072,2026-04-04,Damaged
T20260005892,P0178,2025-03-18,Damaged
T20250062899,P0422,2025-04-05,Damaged
T20250085323,P0233,2025-08-07,Wrong Item
T20250106415,P0452,2026-08-08,Wrong Item
T20250079659,P0358,2025-12-17,Wrong Item
T20260062217,P0053,2026-09-01,Customer Changed Mind
T20260045217,P0383,2026-02-21,Damaged
T20250081854,P0479,2025-03-19,Customer Changed Mind
T20250118085,P0386,2026-09-03,Customer Changed Mind
T20250063681,P0284,2025-06-25,Wrong Item
T20260002498,P0477,2026-08-03,Customer Changed Mind
T20260053484,P0272,2025-11-05,Wrong Item
T20260071073,P0280,2026-09-22,Damaged
T20250062118,P0376,2025-10-14,Damaged
T20250138180,P0313,2025-06-30,Customer Changed Mind
T20250129787,P0430,2025-05-26,Customer Changed Mind
T20260081500,P0133,2025-04-09,Customer Changed Mind
T20250141131,P0486,2026-08-09,Damaged
T20260110508,P0281,2025-07-18,Wrong Item
T20260054212,P0075,2026-10-12,Customer Changed Mind
T20260042846,P0314,2026-03-31,Damaged
T20260149983,P0468,2025-10-12,Damaged
T20250014744,P0274,2026-04-18,Wrong Item
T20250092117,P0457,2025-10-12,Damaged
T20260005540,P0382,2026-06-14,Wrong Item
T20260074360,P0308,2025-03-29,Damaged
T20260016339,P0161,2026-12-16,Damaged
T20260024299,P0101,2025-02-19,Wrong Item
T20260109273,P0009,2025-11-05,Wrong Item
T20260116662,P0022,2026-03-26,Customer Changed Mind
T20260103648,P0405,2025-11-30,Customer Changed Mind
T20260147090,P0002,2025-01-26,Customer Changed Mind
T20250142497,P0175,2026-10-27,Customer Changed Mind
T20260011495,P0387,2026-12-03,Damaged
T20250109661,P0358,2026-09-03,Damaged
T20250108665,P0152,2026-11-14,Wrong Item
T20250120063,P0140,2025-05-01,Damaged
T20250076393,P0493,2025-02-28,Customer Changed Mind
T20250144531,P0494,2025-07-23,Customer Changed Mind
T20260066195,P0065,2025-01-03,Damaged
T20250111729,P0112,2026-06-01,Customer Changed Mind
T20250098439,P0190,2025-10-03,Customer Changed Mind
T20260021219,P0489,2026-09-02,Customer Changed Mind
T20250056206,P0182,2026-12-23,Customer Changed Mind
T20260099016,P0182,2025-07-06,Damaged
T20250073725,P0220,2026-02-13,Damaged
T20260097361,P0066,2026-11-14,Damaged
T20250023701,P0101,2025-03-11,Wrong Item
T20260000418,P0327,2026-07-27,Customer Changed Mind
T20250032945,P0405,2026-07-19,Damaged
T20250081259,P0477,2025-08-01,Wrong Item
T20250095805,P0471,2025-04-07,Wrong Item
T20260047665,P0130,2026-02-03,Wrong Item
T20250131358,P0434,2025-09-25,Customer Changed Mind
T20250023138,P0032,2025-06-16,Wrong Item
T20260021670,P0090,2026-04-20,Customer Changed Mind
T20250047814,P0342,2026-08-20,Damaged
T20250115644,P0475,2026-02-18,Damaged
T20260138694,P0089,2026-09-11,Customer Changed Mind
T20250024443,P0374,2026-06-28,Customer Changed Mind
T20250083569,P0208,2025-08-21,Damaged
T20260095727,P0034,2026-02-15,Damaged
T20260023169,P0104,2025-01-25,Wrong Item
T20260135698,P0034,2025-01-16,Customer Changed Mind
T20250098230,P0371,2026-02-28,Damaged
T20260055582,P0253,2025-11-16,Damaged
T20260073606,P0280,2026-03-05,Customer Changed Mind
T20260010231,P0004,2025-10-02,Damaged
T20250105651,P0119,2025-02-05,Customer Changed Mind
T20250079469,P0239,2025-06-03,Damaged
T20250019370,P0162,2026-02-26,Damaged
T20260086722,P0004,2025-03-31,Customer Changed Mind
T20250138695,P0237,2025-09-18,Damaged
T20260111097,P0282,2025-09-09,Wrong Item
T20260013836,P0467,2025-07-19,Damaged
T20250060826,P0371,2025-08-10,Wrong Item
T20250029317,P0119,2025-02-04,Wrong Item
T20250134931,P0255,2025-06-29,Customer Changed Mind
T20250090213,P0057,2025-03-20,Wrong Item
T20250126991,P0032,2026-09-07,Damaged
T20260081706,P0344,2025-12-14,Damaged
T20260021798,P0074,2026-06-01,Damaged
T20260058667,P0352,2026-01-30,Customer Changed Mind
T20250004947,P0320,2026-04-28,Damaged
T20260037983,P0162,2026-06-09,Customer Changed Mind
T20250021486,P0130,2025-08-29,Wrong Item
T20260051143,P0236,2026-09-27,Wrong Item
T20260086523,P0434,2025-08-27,Wrong Item
T20260080455,P0455,2025-11-28,Wrong Item
T20260086452,P0460,2026-05-28,Damaged
T20260054202,P0131,2025-05-19,Customer Changed Mind
T20250037979,P0132,2025-12-26,Customer Changed Mind
T20250133317,P0008,2026-01-27,Customer Changed Mind
T20250121654,P0424,2026-01-22,Customer Changed Mind
T20260009586,P0417,2025-05-04,Wrong Item
T20250007634,P0330,2026-06-14,Wrong Item
T20250001974,P0399,2025-04-16,Customer Changed Mind
T20250044801,P0286,2025-06-08,Damaged
T20250142586,P0065,2026-09-09,Wrong Item
T20250000088,P0088,2025-08-22,Customer Changed Mind
T20260061902,P0364,2025-06-24,Wrong Item
T20250026331,P0046,2026-07-22,Wrong Item
T20260029776,P0434,2025-03-10,Damaged
T20260039628,P0481,2026-07-07,Customer Changed Mind
T20260070425,P0200,2026-08-28,Wrong Item
T20260071535,P0337,2025-07-25,Damaged
T20250064269,P0459,2026-07-17,Customer Changed Mind
T20250143886,P0461,2026-08-24,Customer Changed Mind
T20260059173,P0453,2026-03-24,Wrong Item
T20260059338,P0099,2026-12-11,Damaged
T20260134153,P0324,2025-09-29,Customer Changed Mind
T20250032484,P0187,2025-03-29,Customer Changed Mind
T20250084152,P0363,2026-03-03,Damaged
T20250023281,P0302,2026-01-01,Damaged
T20250024415,P0486,2026-11-13,Customer Changed Mind
T20250001053,P0040,2026-09-05,Wrong Item
T20260010107,P0217,2026-08-01,Customer Changed Mind
T20260093266,P0242,2026-10-09,Customer Changed Mind
T20260087507,P0332,2026-06-09,Wrong Item
T20260078447,P0122,2025-03-04,Customer Changed Mind
T20260062226,P0033,2025-07-08,Customer Changed Mind
T20260062830,P0091,2025-06-24,Damaged
T20250132935,P0211,2026-08-03,Damaged
T20260032680,P0301,2025-11-09,Damaged
T20250005361,P0010,2026-05-13,Damaged
T20250087784,P0474,2026-12-31,Damaged
T20250052797,P0021,2025-10-16,Customer Changed Mind
T20250007584,P0038,2026-07-02,Customer Changed Mind
T20250149913,P0427,2026-08-02,Wrong Item
T20260050459,P0006,2025-10-22,Wrong Item
T20260070853,P0325,2025-06-16,Customer Changed Mind
T20250084177,P0315,2025-12-12,Customer Changed Mind
T20250130488,P0133,2026-06-30,Wrong Item
T20250073996,P0250,2025-02-27,Customer Changed Mind
T20250008935,P0213,2026-11-17,Customer Changed Mind
T20250030827,P0024,2025-06-05,Wrong Item
T20260131655,P0227,2026-01-15,Wrong Item
T20250128006,P0309,2026-12-23,Damaged
T20250032578,P0124,2026-04-11,Wrong Item
T20260017377,P0090,2026-01-24,Damaged
T20250023197,P0137,2026-09-21,Customer Changed Mind
T20250041703,P0381,2025-02-23,Wrong Item
T20260068943,P0123,2025-04-06,Wrong Item
T20250124197,P0400,2025-04-25,Wrong Item
T20260112648,P0262,2026-02-27,Wrong Item
T20260042130,P0331,2025-07-31,Customer Changed Mind
T20250043166,P0052,2026-07-12,Wrong Item
T20260128499,P0406,2026-06-18,Wrong Item
T20260028832,P0049,2025-05-08,Damaged
T20250033893,P0091,2026-12-31,Wrong Item
T20260039438,P0360,2025-06-14,Wrong Item
T20250050876,P0351,2025-07-06,Damaged
T20260105335,P0353,2025-09-12,Damaged
T20260031011,P0418,2026-07-12,Customer Changed Mind
T20260076437,P0465,2025-01-05,Wrong Item
T20260004344,P0266,2026-10-22,Wrong Item
T20250065151,P0282,2026-04-05,Customer Changed Mind
T20250080118,P0412,2026-07-14,Wrong Item
T20260015237,P0240,2025-06-23,Damaged
T20260141070,P0011,2025-09-12,Wrong Item
T20260036639,P0479,2026-03-30,Damaged
T20260066885,P0300,2026-08-31,Wrong Item
T20260114629,P0440,2026-06-21,Customer Changed Mind
T20250076605,P0455,2026-06-29,Customer Changed Mind
T20260088679,P0071,2026-02-17,Damaged
T20250102623,P0096,2025-09-19,Damaged
T20250070458,P0054,2026-07-13,Wrong Item
T20250000106,P0238,2026-12-21,Customer Changed Mind
T20250038356,P0354,2025-09-12,Customer Changed Mind
T20250017856,P0254,2026-03-18,Wrong Item
T20260066968,P0282,2025-08-07,Customer Changed Mind
T20250101010,P0445,2026-06-21,Customer Changed Mind
T20260048495,P0013,2026-05-25,Damaged
T20260024205,P0233,2026-09-03,Wrong Item
T20260017097,P0019,2025-01-01,Customer Changed Mind
T20250000511,P0366,2025-09-27,Wrong Item
T20260045890,P0432,2025-11-29,Wrong Item
T20250096051,P0405,2025-06-28,Damaged
T20260045516,P0403,2026-01-22,Customer Changed Mind
T20260096518,P0148,2025-03-01,Damaged
T20250070618,P0291,2025-06-24,Wrong Item
T20250147035,P0491,2025-07-09,Customer Changed Mind
T20250044843,P0134,2025-03-21,Wrong Item
T20260112505,P0324,2026-12-03,Customer Changed Mind
T20250026463,P0392,2026-12-06,Damaged
T20250044181,P0159,2026-04-13,Customer Changed Mind
T20250144987,P0014,2026-03-08,Damaged
T20260034219,P0348,2026-02-08,Wrong Item
T20260103707,P0211,2025-10-08,Damaged
T20250041724,P0435,2026-09-10,Customer Changed Mind
T20250001430,P0359,2025-08-14,Customer Changed Mind
T20250055241,P0438,2026-04-02,Customer Changed Mind
T20250041972,P0200,2025-11-18,Damaged
T20250105602,P0399,2026-02-12,Damaged
T20260031669,P0031,2025-12-08,Damaged
T20250019135,P0186,2025-12-23,Damaged
T20250017719,P0196,2025-12-15,Wrong Item
T20260054223,P0311,2026-04-18,Damaged
T20250101518,P0103,2025-12-11,Damaged
T20260021821,P0346,2025-04-20,Damaged
T20250133586,P0279,2025-08-01,Damaged
T20250069099,P0124,2025-04-02,Customer Changed Mind
T20260113889,P0406,2025-06-22,Damaged
T20250124179,P0418,2026-03-14,Damaged
T20250003425,P0369,2026-04-11,Wrong Item
T20260063435,P0143,2026-12-18,Customer Changed Mind
T20250004410,P0356,2025-10-16,Damaged
T20250054477,P0371,2025-09-29,Damaged
T20260071522,P0330,2026-09-27,Wrong Item
T20250130849,P0384,2025-10-28,Damaged
T20250144674,P0099,2026-04-21,Wrong Item
T20250129068,P0217,2025-10-03,Wrong Item
T20250066294,P0137,2026-07-30,Damaged
T20260081726,P0305,2025-11-25,Damaged
T20250007575,P0022,2026-01-29,Customer Changed Mind
T20260102263,P0074,2026-01-30,Damaged
T20260139901,P0352,2026-09-22,Wrong Item
T20250144042,P0309,2026-12-01,Customer Changed Mind
T20250141617,P0337,2025-11-01,Customer Changed Mind
T20260043394,P0326,2026-02-12,Damaged
T20250064563,P0083,2026-12-20,Wrong Item
T20250148611,P0010,2025-06-13,Damaged
T20260013145,P0252,2026-10-12,Customer Changed Mind
T20250088940,P0454,2026-03-22,Wrong Item
T20250046591,P0042,2026-10-28,Damaged
T20250051668,P0162,2025-07-17,Damaged
T20260127994,P0366,2025-07-01,Wrong Item
T20250106304,P0071,2026-11-03,Damaged
T20260126353,P0336,2026-10-20,Wrong Item
T20250001674,P0268,2026-06-21,Damaged
T20250097647,P0026,2026-05-02,Customer Changed Mind
T20260147657,P0358,2026-02-16,Wrong Item
T20250018054,P0122,2026-09-27,Wrong Item
T20250107714,P0184,2026-03-27,Damaged
T20260007139,P0150,2025-09-30,Customer Changed Mind
T20250035923,P0386,2025-05-03,Customer Changed Mind
T20260045697,P0012,2025-06-24,Damaged
T20250129760,P0384,2026-02-09,Damaged
T20250009343,P0427,2025-01-21,Damaged
T20250001233,P0168,2025-11-01,Customer Changed Mind
T20260043205,P0282,2026-01-21,Wrong Item
T20260053952,P0307,2026-04-05,Damaged
T20250130376,P0302,2026-04-23,Wrong Item
T20250036773,P0225,2026-06-16,Damaged
T20260040488,P0159,2026-05-26,Damaged
T20250137724,P0351,2026-04-15,Customer Changed Mind
T20250138342,P0097,2026-01-02,Wrong Item
T20250120350,P0239,2025-07-18,Wrong Item
T20250109815,P0389,2025-02-10,Customer Changed Mind
T20250010653,P0454,2025-12-25,Customer Changed Mind
T20260115800,P0446,2025-11-13,Damaged
T20250116997,P0069,2026-09-02,Wrong Item
T20250133773,P0286,2025-07-20,Wrong Item
T20250131711,P0411,2025-05-20,Damaged
T20250096341,P0098,2025-01-31,Damaged
T20250024938,P0499,2026-05-18,Customer Changed Mind
T20260072292,P0335,2026-12-22,Wrong Item
T20250006370,P0027,2026-01-13,Customer Changed Mind
T20260071489,P0239,2025-01-23,Customer Changed Mind
T20250067939,P0482,2026-04-27,Customer Changed Mind
T20260012592,P0148,2025-10-13,Wrong Item
T20260111398,P0072,2026-04-06,Damaged
T20250105890,P0218,2025-08-23,Wrong Item
T20250062364,P0406,2025-12-30,Wrong Item
T20260026895,P0181,2025-03-24,Wrong Item
T20250013779,P0013,2025-11-29,Damaged
T20250117388,P0061,2025-01-03,Damaged
T20250083368,P0215,2026-10-03,Wrong Item
T20250134136,P0033,2026-12-29,Wrong Item
T20260106487,P0343,2026-07-30,Damaged
T20250133331,P0084,2025-12-20,Wrong Item
T20250029584,P0343,2026-06-06,Wrong Item
T20250075828,P0221,2025-02-13,Damaged
T20250057156,P0188,2025-03-19,Customer Changed Mind
T20260139983,P0311,2025-02-24,Wrong Item
T20250091425,P0475,2025-07-05,Customer Changed Mind
T20250091711,P0183,2026-04-12,Wrong Item
T20250015230,P0409,2026-08-24,Wrong Item
T20250097601,P0020,2026-11-23,Damaged
T20250077130,P0163,2025-11-14,Wrong Item
T20260017583,P0460,2025-12-12,Wrong Item
T20250052223,P0385,2025-11-18,Customer Changed Mind
T20250022252,P0394,2026-11-14,Customer Changed Mind
T20250022512,P0081,2026-11-27,Customer Changed Mind
T20250126117,P0387,2026-06-27,Customer Changed Mind
T20250057220,P0011,2025-04-27,Wrong Item
T20250070469,P0368,2025-12-27,Customer Changed Mind
T20260124475,P0267,2026-01-14,Damaged
T20260141674,P0030,2025-11-12,Wrong Item
T20260146112,P0450,2026-10-24,Customer Changed Mind
T20250065927,P0294,2026-10-31,Damaged
T20250109053,P0144,2026-11-02,Damaged
T20260127655,P0359,2026-03-03,Customer Changed Mind
T20260065627,P0060,2025-09-08,Wrong Item
T20250117858,P0178,2026-06-20,Damaged
T20260031758,P0352,2026-03-16,Damaged
T20250060377,P0253,2026-11-26,Wrong Item
T20250015450,P0290,2025-12-11,Wrong Item
T20260104675,P0257,2026-04-24,Customer Changed Mind
T20260018127,P0142,2025-11-20,Wrong Item
T20250086470,P0471,2026-12-31,Damaged
T20250111127,P0397,2025-07-20,Damaged
T20260138507,P0138,2025-10-02,Wrong Item
T20250115299,P0152,2025-03-08,Customer Changed Mind
T20260093079,P0162,2025-11-07,Damaged
T20250024196,P0078,2026-04-02,Damaged
T20250125563,P0490,2026-07-24,Wrong Item
T20260106885,P0198,2025-05-21,Customer Changed Mind
T20250116004,P0169,2025-11-06,Customer Changed Mind
T20250070757,P0204,2026-09-26,Wrong Item
T20250057854,P0275,2026-03-31,Damaged
T20260078074,P0222,2025-11-27,Customer Changed Mind
T20260088599,P0388,2026-02-04,Damaged
T20260092751,P0282,2026-05-29,Wrong Item
T20260116973,P0105,2025-08-16,Wrong Item
T20260086422,P0187,2026-12-03,Customer Changed Mind
T20250055682,P0014,2025-09-10,Damaged
T20250003200,P0027,2026-12-26,Customer Changed Mind
T20250027894,P0114,2025-09-22,Customer Changed Mind
T20250093578,P0068,2025-11-21,Damaged
T20250087549,P0030,2026-11-22,Customer Changed Mind
T20260147964,P0022,2025-08-14,Damaged
T20260066794,P0154,2025-03-12,Damaged
T20260115952,P0170,2025-10-01,Damaged
T20260084199,P0150,2025-09-21,Customer Changed Mind
T20260144785,P0315,2025-05-07,Customer Changed Mind
T20250032144,P0414,2025-01-05,Wrong Item
T20260071491,P0160,2025-12-22,Damaged
T20260072239,P0027,2026-04-21,Damaged
T20260085897,P0178,2025-09-11,Customer Changed Mind
T20250114180,P0451,2026-02-28,Customer Changed Mind
T20260057694,P0174,2026-02-06,Customer Changed Mind
T20260019139,P0175,2025-04-06,Wrong Item
T20250026235,P0251,2026-07-15,Wrong Item
T20260012236,P0019,2026-10-18,Customer Changed Mind
T20250070740,P0099,2026-07-18,Customer Changed Mind
T20250102633,P0278,2025-11-20,Damaged
T20250017807,P0367,2025-05-11,Damaged
T20250002351,P0205,2026-02-20,Wrong Item
T20260005144,P0092,2025-07-04,Damaged
T20250121557,P0449,2026-01-20,Customer Changed Mind
T20260042749,P0029,2026-08-18,Wrong Item
T20260128539,P0250,2026-10-04,Customer Changed Mind
T20260100575,P0427,2025-01-09,Customer Changed Mind
T20260120168,P0047,2025-09-30,Wrong Item
T20260113183,P0021,2026-07-01,Customer Changed Mind
T20260147420,P0352,2026-08-13,Customer Changed Mind
T20250046354,P0301,2025-05-25,Damaged
T20260056268,P0004,2025-05-06,Damaged
T20250135185,P0070,2026-07-31,Wrong Item
T20260048333,P0063,2025-07-18,Damaged
T20260119810,P0264,2026-08-18,Damaged
T20260104446,P0037,2025-05-23,Customer Changed Mind
T20260033612,P0093,2025-01-18,Customer Changed Mind
T20250054597,P0228,2025-01-04,Damaged
T20260064454,P0177,2026-12-19,Wrong Item
T20260109031,P0033,2026-08-16,Customer Changed Mind
T20260065980,P0292,2025-03-26,Customer Changed Mind
T20250074096,P0044,2026-01-13,Customer Changed Mind
T20250063873,P0312,2025-10-04,Customer Changed Mind
T20250139872,P0085,2026-02-04,Damaged
T20260008020,P0365,2025-09-15,Customer Changed Mind
T20250052502,P0335,2025-09-28,Customer Changed Mind
T20260136779,P0106,2026-08-28,Wrong Item
T20260133014,P0254,2025-03-17,Wrong Item
T20250019009,P0140,2025-10-24,Damaged
T20250018206,P0343,2026-09-02,Damaged
T20250069495,P0100,2026-06-25,Wrong Item
T20260042560,P0154,2026-07-25,Wrong Item
T20250082568,P0021,2025-01-19,Customer Changed Mind
T20260013431,P0408,2026-01-21,Damaged
T20260014247,P0312,2026-08-18,Customer Changed Mind
T20260077924,P0026,2026-08-25,Wrong Item
T20260124596,P0494,2026-03-16,Customer Changed Mind
T20250022194,P0418,2026-04-01,Customer Changed Mind
T20260069952,P0148,2025-11-07,Wrong Item
T20260113959,P0076,2026-07-07,Customer Changed Mind
T20250130250,P0012,2025-07-28,Wrong Item
T20260066430,P0388,2025-07-26,Damaged
T20250095785,P0127,2025-07-30,Customer Changed Mind
T20260146740,P0402,2025-10-31,Wrong Item
T20250019529,P0100,2026-12-27,Wrong Item
T20260067993,P0192,2026-05-28,Customer Changed Mind
T20260091800,P0448,2025-01-30,Customer Changed Mind
T20260030058,P0446,2026-06-08,Wrong Item
T20250069680,P0486,2026-06-07,Customer Changed Mind
T20260132690,P0165,2026-03-17,Wrong Item
T20260143355,P0448,2025-02-27,Damaged
T20260108236,P0429,2025-11-11,Wrong Item
T20250080578,P0165,2026-07-14,Customer Changed Mind
T20250032986,P0486,2026-08-24,Customer Changed Mind
T20250036524,P0252,2026-09-04,Damaged
T20250071915,P0290,2025-04-02,Damaged
T20250149891,P0264,2026-04-14,Customer Changed Mind
T20250039849,P0344,2026-03-28,Customer Changed Mind
T20250145610,P0445,2026-06-26,Damaged
T20260115943,P0465,2025-04-05,Damaged
T20250101247,P0029,2026-03-20,Damaged
T20250051076,P0356,2026-03-16,Wrong Item
T20260085716,P0107,2026-03-09,Customer Changed Mind
T20260128310,P0488,2026-05-19,Damaged
T20250065187,P0333,2025-12-12,Damaged
T20260054671,P0026,2025-02-06,Customer Changed Mind
T20250092164,P0110,2025-02-13,Wrong Item
T20260095850,P0130,2025-09-26,Wrong Item
T20260136330,P0149,2025-11-06,Customer Changed Mind
T20260030648,P0359,2025-05-20,Wrong Item
T20250079752,P0264,2026-07-07,Damaged
T20260072609,P0259,2026-08-13,Customer Changed Mind
T20250112324,P0169,2025-03-30,Damaged
T20260046170,P0264,2026-08-05,Damaged
T20260095484,P0321,2026-04-06,Damaged
T20250114771,P0114,2026-10-23,Customer Changed Mind
T20260134645,P0093,2025-08-25,Wrong Item
T20260007205,P0484,2025-10-15,Damaged
T20250051335,P0452,2025-06-30,Customer Changed Mind
T20250049906,P0063,2025-11-13,Wrong Item
T20260043358,P0161,2026-07-07,Wrong Item
T20250028924,P0464,2025-03-27,Damaged
T20250053050,P0103,2025-09-20,Customer Changed Mind
T20250000667,P0204,2025-05-11,Customer Changed Mind
T20260117663,P0402,2025-03-28,Damaged
T20260121988,P0203,2025-10-04,Wrong Item
T20260136032,P0284,2025-10-23,Customer Changed Mind
T20260095227,P0279,2025-07-13,Customer Changed Mind
T20250003799,P0479,2025-10-07,Damaged
T20260143161,P0122,2026-05-03,Damaged
T20250052821,P0279,2026-11-26,Customer Changed Mind
T20250094236,P0234,2025-01-21,Wrong Item
T20250069469,P0191,2026-05-30,Customer Changed Mind
T20250050476,P0116,2026-12-22,Customer Changed Mind
T20250111478,P0397,2025-10-01,Damaged
T20250136924,P0223,2025-05-25,Customer Changed Mind
T20260131966,P0140,2025-01-16,Damaged
T20250065275,P0248,2025-04-28,Damaged
T20260049568,P0035,2025-12-31,Wrong Item
T20260007440,P0193,2025-12-08,Customer Changed Mind
T20250054308,P0475,2026-07-24,Wrong Item
T20250128607,P0192,2026-10-24,Wrong Item
T20250078404,P0107,2025-11-11,Damaged
T20250020035,P0435,2026-04-02,Damaged
T20250116919,P0313,2026-04-14,Customer Changed Mind
T20250094875,P0443,2026-07-24,Damaged
T20260022664,P0447,2026-01-05,Customer Changed Mind
T20250101286,P0270,2025-09-06,Customer Changed Mind
T20250137393,P0026,2025-07-25,Customer Changed Mind
T20260097991,P0469,2025-07-04,Wrong Item
T20260015309,P0480,2025-05-16,Damaged
T20260024871,P0439,2026-04-23,Damaged
T20260090258,P0212,2026-11-11,Wrong Item
T20260037512,P0381,2026-12-09,Wrong Item
T20250077976,P0488,2025-10-19,Customer Changed Mind
T20260022342,P0161,2026-10-15,Damaged
T20250104956,P0390,2026-09-09,Damaged
T20250005538,P0088,2026-03-19,Customer Changed Mind
T20250106800,P0438,2025-11-02,Wrong Item
T20250096378,P0134,2026-01-27,Damaged
T20260096558,P0123,2026-01-27,Wrong Item
T20250062749,P0280,2026-02-13,Wrong Item
T20250014055,P0066,2026-06-03,Wrong Item
T20250083235,P0472,2025-10-02,Wrong Item
T20260085577,P0003,2026-02-08,Damaged
T20250138723,P0408,2025-05-05,Damaged
T20250141838,P0351,2025-12-02,Customer Changed Mind
T20250070097,P0026,2025-03-30,Wrong Item
T20260146019,P0178,2026-08-13,Customer Changed Mind
T20260007169,P0382,2026-03-25,Customer Changed Mind
T20250037943,P0296,2025-11-26,Wrong Item
T20250015239,P0414,2026-02-14,Customer Changed Mind
T20250017174,P0414,2026-11-17,Customer Changed Mind
T20260061249,P0354,2025-08-23,Wrong Item
T20260139115,P0318,2026-10-20,Customer Changed Mind
T20260084753,P0331,2026-04-12,Damaged
T20250139408,P0196,2026-09-08,Damaged
T20260075770,P0197,2026-04-28,Customer Changed Mind
T20260035445,P0096,2026-04-11,Customer Changed Mind
T20260056978,P0106,2025-07-19,Wrong Item
T20260122916,P0297,2026-08-22,Customer Changed Mind
T20250022739,P0240,2025-01-09,Customer Changed Mind
T20250113310,P0166,2025-04-02,Damaged
T20250055712,P0234,2026-02-22,Customer Changed Mind
T20250141165,P0151,2025-05-19,Wrong Item
T20250017502,P0437,2026-12-24,Damaged
T20250008807,P0161,2025-09-21,Wrong Item
T20250133036,P0348,2026-03-10,Wrong Item
T20260113355,P0238,2025-09-07,Wrong Item
T20250081756,P0468,2026-08-23,Customer Changed Mind
T20250083522,P0466,2026-06-02,Customer Changed Mind
T20260090716,P0126,2026-02-16,Customer Changed Mind
T20260009347,P0167,2025-03-12,Customer Changed Mind
T20250075080,P0477,2025-07-16,Damaged
T20260022313,P0135,2026-01-27,Wrong Item
T20250125739,P0207,2025-05-10,Damaged
T20260089711,P0484,2025-11-27,Damaged
T20260144384,P0469,2025-05-15,Wrong Item
T20260104146,P0375,2025-09-19,Damaged
T20250128213,P0493,2026-06-03,Damaged
T20250147047,P0050,2026-01-20,Wrong Item
T20260135594,P0463,2026-12-02,Wrong Item
T20260103253,P0489,2025-09-04,Damaged
T20260131078,P0138,2026-10-31,Wrong Item
T20260001593,P0355,2026-02-07,Damaged
T20250062597,P0410,2025-08-20,Customer Changed Mind
T20260098961,P0289,2025-10-20,Wrong Item
T20250011677,P0205,2026-03-22,Customer Changed Mind
T20260055542,P0421,2026-07-17,Customer Changed Mind
T20250005094,P0147,2026-11-29,Customer Changed Mind
T20260146746,P0426,2026-07-05,Customer Changed Mind
T20250018453,P0218,2026-05-31,Wrong Item
T20250002922,P0407,2025-11-22,Damaged
T20260093256,P0401,2025-08-01,Wrong Item
T20250085293,P0482,2026-04-15,Customer Changed Mind
T20260145938,P0188,2026-10-05,Wrong Item
T20260098766,P0178,2026-03-28,Damaged
T20250012905,P0314,2025-03-20,Wrong Item
T20250132386,P0382,2025-03-16,Customer Changed Mind
T20250085115,P0457,2026-05-10,Customer Changed Mind
T20250130173,P0361,2025-02-12,Wrong Item
T20250115071,P0018,2026-05-03,Customer Changed Mind
T20260081997,P0429,2026-05-23,Wrong Item
T20250094140,P0081,2025-10-31,Customer Changed Mind
T20260134562,P0218,2026-04-21,Damaged
T20260078135,P0271,2026-03-29,Damaged
T20250081482,P0157,2026-04-26,Customer Changed Mind
T20260128069,P0176,2025-06-11,Wrong Item
T20260024646,P0117,2026-01-19,Wrong Item
T20260063194,P0479,2025-10-12,Wrong Item
T20250064266,P0309,2025-12-09,Wrong Item
T20260064204,P0095,2025-04-10,Customer Changed Mind
T20250023055,P0425,2025-04-17,Wrong Item
T20250073182,P0303,2026-09-17,Damaged
T20250093905,P0467,2025-03-31,Customer Changed Mind
T20250028518,P0171,2026-01-12,Customer Changed Mind
T20260014474,P0108,2026-10-10,Damaged
T20250045312,P0316,2025-05-12,Damaged
T20260091770,P0276,2026-04-17,Wrong Item
T20260015332,P0021,2026-01-24,Wrong Item
T20260128356,P0132,2026-11-14,Damaged
T20260058988,P0371,2026-03-12,Wrong Item
T20250055858,P0482,2026-09-26,Damaged
T20260022442,P0294,2025-01-31,Damaged
T20250032089,P0115,2025-04-05,Damaged
T20250069878,P0052,2026-08-13,Damaged
T20260046168,P0099,2026-03-11,Wrong Item
T20250113481,P0361,2026-10-16,Customer Changed Mind
T20260099514,P0425,2026-10-02,Wrong Item
T20250136649,P0073,2025-07-14,Customer Changed Mind
T20250033961,P0136,2025-04-11,Wrong Item
T20250057184,P0385,2026-05-29,Damaged
T20260014485,P0431,2025-05-03,Damaged
T20250096650,P0184,2025-03-11,Customer Changed Mind
T20250020790,P0244,2025-02-13,Customer Changed Mind
T20260051605,P0421,2025-10-18,Wrong Item
